0	0.049204930663108826
1	0.05814233794808388
2	0.06487128138542175
3	0.06487128138542175
4	0.06487128138542175
5	0.07148616760969162
6	0.07148616760969162
7	0.07406189292669296
8	0.07406189292669296
9	0.0814717561006546
10	0.0814717561006546
11	0.0814717561006546
12	0.0814717561006546
13	0.0814717561006546
14	0.08469335734844208
15	0.08469335734844208
16	0.08469335734844208
17	0.08469335734844208
18	0.08469335734844208
19	0.08470151573419571
20	0.09245114773511887
21	0.09245114773511887
22	0.09245114773511887
23	0.09245114773511887
24	0.09245114773511887
25	0.09245114773511887
26	0.09245114773511887
27	0.09245114773511887
28	0.09704597294330597
29	0.09704597294330597
30	0.09704597294330597
31	0.0995083898305893
32	0.0995083898305893
33	0.10372406244277954
34	0.10372406244277954
35	0.10372406244277954
36	0.10372406244277954
37	0.10372406244277954
38	0.10372406244277954
39	0.10372406244277954
40	0.11292488873004913
41	0.11292488873004913
42	0.11292488873004913
43	0.11292488873004913
44	0.11292488873004913
45	0.11292488873004913
46	0.11819399893283844
47	0.11854420602321625
48	0.11854420602321625
49	0.11854420602321625
50	0.11854420602321625
51	0.11854420602321625
52	0.11854420602321625
53	0.11854420602321625
54	0.11854420602321625
55	0.11854420602321625
56	0.11854420602321625
57	0.11854420602321625
58	0.11854420602321625
59	0.11854420602321625
60	0.11854420602321625
61	0.11854420602321625
62	0.11854420602321625
63	0.11854420602321625
64	0.11854420602321625
65	0.11854420602321625
66	0.11884140968322754
67	0.12168075889348984
68	0.12168075889348984
69	0.12168075889348984
70	0.12168075889348984
